date,tag,asset,downloads
"2026-06-01","v0.1.1","TrueforceForAll-Setup-0.1.1.exe",0
"2026-06-01","v0.1.0","TrueforceForAll-Setup.exe",1
"2026-06-02","v0.1.22","TrueforceForAll-Setup-0.1.22.exe",211
"2026-06-02","v0.1.21","TrueforceForAll-Setup-0.1.21.exe",21
"2026-06-02","v0.1.20","TrueforceForAll-Setup-0.1.20.exe",103
"2026-06-02","v0.1.19","TrueforceForAll-Setup-0.1.19.exe",273
"2026-06-02","v0.1.18","TrueforceForAll-Setup-0.1.18.exe",287
"2026-06-02","v0.1.17","TrueforceForAll-Setup-0.1.17.exe",3
"2026-06-02","v0.1.16","TrueforceForAll-Setup-0.1.16.exe",11
"2026-06-02","v0.1.15","TrueforceForAll-Setup-0.1.15.exe",8
"2026-06-02","v0.1.14","TrueforceForAll-Setup-0.1.14.exe",34
"2026-06-02","v0.1.13","TrueforceForAll-Setup-0.1.13.exe",9
"2026-06-02","v0.1.12","TrueforceForAll-Setup-0.1.12.exe",7
"2026-06-02","v0.1.11","TrueforceForAll-Setup-0.1.11.exe",11
"2026-06-02","v0.1.10","TrueforceForAll-Setup-0.1.10.exe",7
"2026-06-02","v0.1.9","TrueforceForAll-Setup-0.1.9.exe",6
"2026-06-02","v0.1.8","TrueforceForAll-Setup-0.1.8.exe",2
"2026-06-02","v0.1.7","TrueforceForAll-Setup-0.1.7.exe",1
"2026-06-02","v0.1.6","TrueforceForAll-Setup-0.1.6.exe",1
"2026-06-02","v0.1.5","TrueforceForAll-Setup-0.1.5.exe",2
"2026-06-02","v0.1.3","TrueforceForAll-Setup-0.1.3.exe",2
"2026-06-02","v0.1.2","TrueforceForAll-Setup-0.1.2.exe",1
"2026-06-02","v0.1.1","TrueforceForAll-Setup-0.1.1.exe",0
"2026-06-02","v0.1.0","TrueforceForAll-Setup.exe",1
"2026-06-03","v0.1.23","TrueforceForAll-Setup-0.1.23.exe",71
"2026-06-03","v0.1.22","TrueforceForAll-Setup-0.1.22.exe",213
"2026-06-03","v0.1.21","TrueforceForAll-Setup-0.1.21.exe",21
"2026-06-03","v0.1.20","TrueforceForAll-Setup-0.1.20.exe",104
"2026-06-03","v0.1.19","TrueforceForAll-Setup-0.1.19.exe",273
"2026-06-03","v0.1.18","TrueforceForAll-Setup-0.1.18.exe",287
"2026-06-03","v0.1.17","TrueforceForAll-Setup-0.1.17.exe",3
"2026-06-03","v0.1.16","TrueforceForAll-Setup-0.1.16.exe",11
"2026-06-03","v0.1.15","TrueforceForAll-Setup-0.1.15.exe",8
"2026-06-03","v0.1.14","TrueforceForAll-Setup-0.1.14.exe",34
"2026-06-03","v0.1.13","TrueforceForAll-Setup-0.1.13.exe",9
"2026-06-03","v0.1.12","TrueforceForAll-Setup-0.1.12.exe",7
"2026-06-03","v0.1.11","TrueforceForAll-Setup-0.1.11.exe",11
"2026-06-03","v0.1.10","TrueforceForAll-Setup-0.1.10.exe",7
"2026-06-03","v0.1.9","TrueforceForAll-Setup-0.1.9.exe",6
"2026-06-03","v0.1.8","TrueforceForAll-Setup-0.1.8.exe",2
"2026-06-03","v0.1.7","TrueforceForAll-Setup-0.1.7.exe",1
"2026-06-03","v0.1.6","TrueforceForAll-Setup-0.1.6.exe",1
"2026-06-03","v0.1.5","TrueforceForAll-Setup-0.1.5.exe",2
"2026-06-03","v0.1.3","TrueforceForAll-Setup-0.1.3.exe",2
"2026-06-03","v0.1.2","TrueforceForAll-Setup-0.1.2.exe",1
"2026-06-03","v0.1.1","TrueforceForAll-Setup-0.1.1.exe",0
"2026-06-03","v0.1.0","TrueforceForAll-Setup.exe",1
"2026-06-04","v0.1.23","TrueforceForAll-Setup-0.1.23.exe",128
"2026-06-04","v0.1.22","TrueforceForAll-Setup-0.1.22.exe",213
"2026-06-04","v0.1.21","TrueforceForAll-Setup-0.1.21.exe",21
"2026-06-04","v0.1.20","TrueforceForAll-Setup-0.1.20.exe",104
"2026-06-04","v0.1.19","TrueforceForAll-Setup-0.1.19.exe",273
"2026-06-04","v0.1.18","TrueforceForAll-Setup-0.1.18.exe",287
"2026-06-04","v0.1.17","TrueforceForAll-Setup-0.1.17.exe",3
"2026-06-04","v0.1.16","TrueforceForAll-Setup-0.1.16.exe",11
"2026-06-04","v0.1.15","TrueforceForAll-Setup-0.1.15.exe",8
"2026-06-04","v0.1.14","TrueforceForAll-Setup-0.1.14.exe",34
"2026-06-04","v0.1.13","TrueforceForAll-Setup-0.1.13.exe",9
"2026-06-04","v0.1.12","TrueforceForAll-Setup-0.1.12.exe",7
"2026-06-04","v0.1.11","TrueforceForAll-Setup-0.1.11.exe",11
"2026-06-04","v0.1.10","TrueforceForAll-Setup-0.1.10.exe",7
"2026-06-04","v0.1.9","TrueforceForAll-Setup-0.1.9.exe",6
"2026-06-04","v0.1.8","TrueforceForAll-Setup-0.1.8.exe",2
"2026-06-04","v0.1.7","TrueforceForAll-Setup-0.1.7.exe",1
"2026-06-04","v0.1.6","TrueforceForAll-Setup-0.1.6.exe",1
"2026-06-04","v0.1.5","TrueforceForAll-Setup-0.1.5.exe",2
"2026-06-04","v0.1.3","TrueforceForAll-Setup-0.1.3.exe",2
"2026-06-04","v0.1.2","TrueforceForAll-Setup-0.1.2.exe",1
"2026-06-04","v0.1.1","TrueforceForAll-Setup-0.1.1.exe",0
"2026-06-04","v0.1.0","TrueforceForAll-Setup.exe",1
"2026-06-05","v0.1.23","TrueforceForAll-Setup-0.1.23.exe",180
"2026-06-05","v0.1.22","TrueforceForAll-Setup-0.1.22.exe",213
"2026-06-05","v0.1.21","TrueforceForAll-Setup-0.1.21.exe",21
"2026-06-05","v0.1.20","TrueforceForAll-Setup-0.1.20.exe",104
"2026-06-05","v0.1.19","TrueforceForAll-Setup-0.1.19.exe",273
"2026-06-05","v0.1.18","TrueforceForAll-Setup-0.1.18.exe",287
"2026-06-05","v0.1.17","TrueforceForAll-Setup-0.1.17.exe",3
"2026-06-05","v0.1.16","TrueforceForAll-Setup-0.1.16.exe",11
"2026-06-05","v0.1.15","TrueforceForAll-Setup-0.1.15.exe",8
"2026-06-05","v0.1.14","TrueforceForAll-Setup-0.1.14.exe",34
"2026-06-05","v0.1.13","TrueforceForAll-Setup-0.1.13.exe",9
"2026-06-05","v0.1.12","TrueforceForAll-Setup-0.1.12.exe",7
"2026-06-05","v0.1.11","TrueforceForAll-Setup-0.1.11.exe",11
"2026-06-05","v0.1.10","TrueforceForAll-Setup-0.1.10.exe",7
"2026-06-05","v0.1.9","TrueforceForAll-Setup-0.1.9.exe",6
"2026-06-05","v0.1.8","TrueforceForAll-Setup-0.1.8.exe",2
"2026-06-05","v0.1.7","TrueforceForAll-Setup-0.1.7.exe",1
"2026-06-05","v0.1.6","TrueforceForAll-Setup-0.1.6.exe",1
"2026-06-05","v0.1.5","TrueforceForAll-Setup-0.1.5.exe",2
"2026-06-05","v0.1.3","TrueforceForAll-Setup-0.1.3.exe",2
"2026-06-05","v0.1.2","TrueforceForAll-Setup-0.1.2.exe",1
"2026-06-05","v0.1.1","TrueforceForAll-Setup-0.1.1.exe",0
"2026-06-05","v0.1.0","TrueforceForAll-Setup.exe",1
"2026-06-06","v0.1.23","TrueforceForAll-Setup-0.1.23.exe",243
"2026-06-06","v0.1.22","TrueforceForAll-Setup-0.1.22.exe",214
"2026-06-06","v0.1.21","TrueforceForAll-Setup-0.1.21.exe",21
"2026-06-06","v0.1.20","TrueforceForAll-Setup-0.1.20.exe",104
"2026-06-06","v0.1.19","TrueforceForAll-Setup-0.1.19.exe",273
"2026-06-06","v0.1.18","TrueforceForAll-Setup-0.1.18.exe",287
"2026-06-06","v0.1.17","TrueforceForAll-Setup-0.1.17.exe",3
"2026-06-06","v0.1.16","TrueforceForAll-Setup-0.1.16.exe",11
"2026-06-06","v0.1.15","TrueforceForAll-Setup-0.1.15.exe",8
"2026-06-06","v0.1.14","TrueforceForAll-Setup-0.1.14.exe",34
"2026-06-06","v0.1.13","TrueforceForAll-Setup-0.1.13.exe",9
"2026-06-06","v0.1.12","TrueforceForAll-Setup-0.1.12.exe",7
"2026-06-06","v0.1.11","TrueforceForAll-Setup-0.1.11.exe",11
"2026-06-06","v0.1.10","TrueforceForAll-Setup-0.1.10.exe",7
"2026-06-06","v0.1.9","TrueforceForAll-Setup-0.1.9.exe",6
"2026-06-06","v0.1.8","TrueforceForAll-Setup-0.1.8.exe",2
"2026-06-06","v0.1.7","TrueforceForAll-Setup-0.1.7.exe",1
"2026-06-06","v0.1.6","TrueforceForAll-Setup-0.1.6.exe",1
"2026-06-06","v0.1.5","TrueforceForAll-Setup-0.1.5.exe",2
"2026-06-06","v0.1.3","TrueforceForAll-Setup-0.1.3.exe",2
"2026-06-06","v0.1.2","TrueforceForAll-Setup-0.1.2.exe",1
"2026-06-06","v0.1.1","TrueforceForAll-Setup-0.1.1.exe",0
"2026-06-06","v0.1.0","TrueforceForAll-Setup.exe",1
"2026-06-07","v0.1.23","TrueforceForAll-Setup-0.1.23.exe",293
"2026-06-07","v0.1.22","TrueforceForAll-Setup-0.1.22.exe",214
"2026-06-07","v0.1.21","TrueforceForAll-Setup-0.1.21.exe",21
"2026-06-07","v0.1.20","TrueforceForAll-Setup-0.1.20.exe",104
"2026-06-07","v0.1.19","TrueforceForAll-Setup-0.1.19.exe",273
"2026-06-07","v0.1.18","TrueforceForAll-Setup-0.1.18.exe",287
"2026-06-07","v0.1.17","TrueforceForAll-Setup-0.1.17.exe",3
"2026-06-07","v0.1.16","TrueforceForAll-Setup-0.1.16.exe",11
"2026-06-07","v0.1.15","TrueforceForAll-Setup-0.1.15.exe",8
"2026-06-07","v0.1.14","TrueforceForAll-Setup-0.1.14.exe",34
"2026-06-07","v0.1.13","TrueforceForAll-Setup-0.1.13.exe",9
"2026-06-07","v0.1.12","TrueforceForAll-Setup-0.1.12.exe",7
"2026-06-07","v0.1.11","TrueforceForAll-Setup-0.1.11.exe",11
"2026-06-07","v0.1.10","TrueforceForAll-Setup-0.1.10.exe",7
"2026-06-07","v0.1.9","TrueforceForAll-Setup-0.1.9.exe",6
"2026-06-07","v0.1.8","TrueforceForAll-Setup-0.1.8.exe",2
"2026-06-07","v0.1.7","TrueforceForAll-Setup-0.1.7.exe",1
"2026-06-07","v0.1.6","TrueforceForAll-Setup-0.1.6.exe",1
"2026-06-07","v0.1.5","TrueforceForAll-Setup-0.1.5.exe",2
"2026-06-07","v0.1.3","TrueforceForAll-Setup-0.1.3.exe",3
"2026-06-07","v0.1.2","TrueforceForAll-Setup-0.1.2.exe",1
"2026-06-07","v0.1.1","TrueforceForAll-Setup-0.1.1.exe",0
"2026-06-07","v0.1.0","TrueforceForAll-Setup.exe",1
"2026-06-08","v0.1.23","TrueforceForAll-Setup-0.1.23.exe",341
"2026-06-08","v0.1.22","TrueforceForAll-Setup-0.1.22.exe",214
"2026-06-08","v0.1.21","TrueforceForAll-Setup-0.1.21.exe",21
"2026-06-08","v0.1.20","TrueforceForAll-Setup-0.1.20.exe",104
"2026-06-08","v0.1.19","TrueforceForAll-Setup-0.1.19.exe",273
"2026-06-08","v0.1.18","TrueforceForAll-Setup-0.1.18.exe",287
"2026-06-08","v0.1.17","TrueforceForAll-Setup-0.1.17.exe",3
"2026-06-08","v0.1.16","TrueforceForAll-Setup-0.1.16.exe",11
"2026-06-08","v0.1.15","TrueforceForAll-Setup-0.1.15.exe",8
"2026-06-08","v0.1.14","TrueforceForAll-Setup-0.1.14.exe",34
"2026-06-08","v0.1.13","TrueforceForAll-Setup-0.1.13.exe",9
"2026-06-08","v0.1.12","TrueforceForAll-Setup-0.1.12.exe",7
"2026-06-08","v0.1.11","TrueforceForAll-Setup-0.1.11.exe",11
"2026-06-08","v0.1.10","TrueforceForAll-Setup-0.1.10.exe",7
"2026-06-08","v0.1.9","TrueforceForAll-Setup-0.1.9.exe",6
"2026-06-08","v0.1.8","TrueforceForAll-Setup-0.1.8.exe",2
"2026-06-08","v0.1.7","TrueforceForAll-Setup-0.1.7.exe",1
"2026-06-08","v0.1.6","TrueforceForAll-Setup-0.1.6.exe",1
"2026-06-08","v0.1.5","TrueforceForAll-Setup-0.1.5.exe",2
"2026-06-08","v0.1.3","TrueforceForAll-Setup-0.1.3.exe",3
"2026-06-08","v0.1.2","TrueforceForAll-Setup-0.1.2.exe",1
"2026-06-08","v0.1.1","TrueforceForAll-Setup-0.1.1.exe",0
"2026-06-08","v0.1.0","TrueforceForAll-Setup.exe",1
"2026-06-09","v0.1.23","TrueforceForAll-Setup-0.1.23.exe",367
"2026-06-09","v0.1.22","TrueforceForAll-Setup-0.1.22.exe",214
"2026-06-09","v0.1.21","TrueforceForAll-Setup-0.1.21.exe",21
"2026-06-09","v0.1.20","TrueforceForAll-Setup-0.1.20.exe",104
"2026-06-09","v0.1.19","TrueforceForAll-Setup-0.1.19.exe",273
"2026-06-09","v0.1.18","TrueforceForAll-Setup-0.1.18.exe",288
"2026-06-09","v0.1.17","TrueforceForAll-Setup-0.1.17.exe",3
"2026-06-09","v0.1.16","TrueforceForAll-Setup-0.1.16.exe",11
"2026-06-09","v0.1.15","TrueforceForAll-Setup-0.1.15.exe",8
"2026-06-09","v0.1.14","TrueforceForAll-Setup-0.1.14.exe",34
"2026-06-09","v0.1.13","TrueforceForAll-Setup-0.1.13.exe",9
"2026-06-09","v0.1.12","TrueforceForAll-Setup-0.1.12.exe",7
"2026-06-09","v0.1.11","TrueforceForAll-Setup-0.1.11.exe",11
"2026-06-09","v0.1.10","TrueforceForAll-Setup-0.1.10.exe",7
"2026-06-09","v0.1.9","TrueforceForAll-Setup-0.1.9.exe",6
"2026-06-09","v0.1.8","TrueforceForAll-Setup-0.1.8.exe",2
"2026-06-09","v0.1.7","TrueforceForAll-Setup-0.1.7.exe",1
"2026-06-09","v0.1.6","TrueforceForAll-Setup-0.1.6.exe",1
"2026-06-09","v0.1.5","TrueforceForAll-Setup-0.1.5.exe",2
"2026-06-09","v0.1.3","TrueforceForAll-Setup-0.1.3.exe",3
"2026-06-09","v0.1.2","TrueforceForAll-Setup-0.1.2.exe",1
"2026-06-09","v0.1.1","TrueforceForAll-Setup-0.1.1.exe",0
"2026-06-09","v0.1.0","TrueforceForAll-Setup.exe",1
"2026-06-10","v0.1.23","TrueforceForAll-Setup-0.1.23.exe",395
"2026-06-10","v0.1.22","TrueforceForAll-Setup-0.1.22.exe",214
"2026-06-10","v0.1.21","TrueforceForAll-Setup-0.1.21.exe",21
"2026-06-10","v0.1.20","TrueforceForAll-Setup-0.1.20.exe",104
"2026-06-10","v0.1.19","TrueforceForAll-Setup-0.1.19.exe",273
"2026-06-10","v0.1.18","TrueforceForAll-Setup-0.1.18.exe",288
"2026-06-10","v0.1.17","TrueforceForAll-Setup-0.1.17.exe",3
"2026-06-10","v0.1.16","TrueforceForAll-Setup-0.1.16.exe",11
"2026-06-10","v0.1.15","TrueforceForAll-Setup-0.1.15.exe",8
"2026-06-10","v0.1.14","TrueforceForAll-Setup-0.1.14.exe",34
"2026-06-10","v0.1.13","TrueforceForAll-Setup-0.1.13.exe",9
"2026-06-10","v0.1.12","TrueforceForAll-Setup-0.1.12.exe",7
"2026-06-10","v0.1.11","TrueforceForAll-Setup-0.1.11.exe",11
"2026-06-10","v0.1.10","TrueforceForAll-Setup-0.1.10.exe",7
"2026-06-10","v0.1.9","TrueforceForAll-Setup-0.1.9.exe",6
"2026-06-10","v0.1.8","TrueforceForAll-Setup-0.1.8.exe",2
"2026-06-10","v0.1.7","TrueforceForAll-Setup-0.1.7.exe",1
"2026-06-10","v0.1.6","TrueforceForAll-Setup-0.1.6.exe",1
"2026-06-10","v0.1.5","TrueforceForAll-Setup-0.1.5.exe",2
"2026-06-10","v0.1.3","TrueforceForAll-Setup-0.1.3.exe",3
"2026-06-10","v0.1.2","TrueforceForAll-Setup-0.1.2.exe",1
"2026-06-10","v0.1.1","TrueforceForAll-Setup-0.1.1.exe",0
"2026-06-10","v0.1.0","TrueforceForAll-Setup.exe",1
"2026-06-11","v0.1.23","TrueforceForAll-Setup-0.1.23.exe",411
"2026-06-11","v0.1.22","TrueforceForAll-Setup-0.1.22.exe",214
"2026-06-11","v0.1.21","TrueforceForAll-Setup-0.1.21.exe",21
"2026-06-11","v0.1.20","TrueforceForAll-Setup-0.1.20.exe",104
"2026-06-11","v0.1.19","TrueforceForAll-Setup-0.1.19.exe",273
"2026-06-11","v0.1.18","TrueforceForAll-Setup-0.1.18.exe",288
"2026-06-11","v0.1.17","TrueforceForAll-Setup-0.1.17.exe",3
"2026-06-11","v0.1.16","TrueforceForAll-Setup-0.1.16.exe",11
"2026-06-11","v0.1.15","TrueforceForAll-Setup-0.1.15.exe",8
"2026-06-11","v0.1.14","TrueforceForAll-Setup-0.1.14.exe",34
"2026-06-11","v0.1.13","TrueforceForAll-Setup-0.1.13.exe",9
"2026-06-11","v0.1.12","TrueforceForAll-Setup-0.1.12.exe",7
"2026-06-11","v0.1.11","TrueforceForAll-Setup-0.1.11.exe",11
"2026-06-11","v0.1.10","TrueforceForAll-Setup-0.1.10.exe",7
"2026-06-11","v0.1.9","TrueforceForAll-Setup-0.1.9.exe",6
"2026-06-11","v0.1.8","TrueforceForAll-Setup-0.1.8.exe",2
"2026-06-11","v0.1.7","TrueforceForAll-Setup-0.1.7.exe",1
"2026-06-11","v0.1.6","TrueforceForAll-Setup-0.1.6.exe",1
"2026-06-11","v0.1.5","TrueforceForAll-Setup-0.1.5.exe",2
"2026-06-11","v0.1.3","TrueforceForAll-Setup-0.1.3.exe",3
"2026-06-11","v0.1.2","TrueforceForAll-Setup-0.1.2.exe",1
"2026-06-11","v0.1.1","TrueforceForAll-Setup-0.1.1.exe",0
"2026-06-11","v0.1.0","TrueforceForAll-Setup.exe",1
"2026-06-12","v0.1.23","TrueforceForAll-Setup-0.1.23.exe",439
"2026-06-12","v0.1.22","TrueforceForAll-Setup-0.1.22.exe",214
"2026-06-12","v0.1.21","TrueforceForAll-Setup-0.1.21.exe",21
"2026-06-12","v0.1.20","TrueforceForAll-Setup-0.1.20.exe",104
"2026-06-12","v0.1.19","TrueforceForAll-Setup-0.1.19.exe",273
"2026-06-12","v0.1.18","TrueforceForAll-Setup-0.1.18.exe",288
"2026-06-12","v0.1.17","TrueforceForAll-Setup-0.1.17.exe",3
"2026-06-12","v0.1.16","TrueforceForAll-Setup-0.1.16.exe",11
"2026-06-12","v0.1.15","TrueforceForAll-Setup-0.1.15.exe",8
"2026-06-12","v0.1.14","TrueforceForAll-Setup-0.1.14.exe",34
"2026-06-12","v0.1.13","TrueforceForAll-Setup-0.1.13.exe",9
"2026-06-12","v0.1.12","TrueforceForAll-Setup-0.1.12.exe",7
"2026-06-12","v0.1.11","TrueforceForAll-Setup-0.1.11.exe",11
"2026-06-12","v0.1.10","TrueforceForAll-Setup-0.1.10.exe",7
"2026-06-12","v0.1.9","TrueforceForAll-Setup-0.1.9.exe",6
"2026-06-12","v0.1.8","TrueforceForAll-Setup-0.1.8.exe",2
"2026-06-12","v0.1.7","TrueforceForAll-Setup-0.1.7.exe",1
"2026-06-12","v0.1.6","TrueforceForAll-Setup-0.1.6.exe",1
"2026-06-12","v0.1.5","TrueforceForAll-Setup-0.1.5.exe",2
"2026-06-12","v0.1.3","TrueforceForAll-Setup-0.1.3.exe",3
"2026-06-12","v0.1.2","TrueforceForAll-Setup-0.1.2.exe",1
"2026-06-12","v0.1.1","TrueforceForAll-Setup-0.1.1.exe",0
"2026-06-12","v0.1.0","TrueforceForAll-Setup.exe",1
"2026-06-13","v0.1.23","TrueforceForAll-Setup-0.1.23.exe",473
"2026-06-13","v0.1.22","TrueforceForAll-Setup-0.1.22.exe",214
"2026-06-13","v0.1.21","TrueforceForAll-Setup-0.1.21.exe",21
"2026-06-13","v0.1.20","TrueforceForAll-Setup-0.1.20.exe",104
"2026-06-13","v0.1.19","TrueforceForAll-Setup-0.1.19.exe",273
"2026-06-13","v0.1.18","TrueforceForAll-Setup-0.1.18.exe",288
"2026-06-13","v0.1.17","TrueforceForAll-Setup-0.1.17.exe",3
"2026-06-13","v0.1.16","TrueforceForAll-Setup-0.1.16.exe",11
"2026-06-13","v0.1.15","TrueforceForAll-Setup-0.1.15.exe",8
"2026-06-13","v0.1.14","TrueforceForAll-Setup-0.1.14.exe",34
"2026-06-13","v0.1.13","TrueforceForAll-Setup-0.1.13.exe",9
"2026-06-13","v0.1.12","TrueforceForAll-Setup-0.1.12.exe",7
"2026-06-13","v0.1.11","TrueforceForAll-Setup-0.1.11.exe",11
"2026-06-13","v0.1.10","TrueforceForAll-Setup-0.1.10.exe",7
"2026-06-13","v0.1.9","TrueforceForAll-Setup-0.1.9.exe",6
"2026-06-13","v0.1.8","TrueforceForAll-Setup-0.1.8.exe",2
"2026-06-13","v0.1.7","TrueforceForAll-Setup-0.1.7.exe",1
"2026-06-13","v0.1.6","TrueforceForAll-Setup-0.1.6.exe",1
"2026-06-13","v0.1.5","TrueforceForAll-Setup-0.1.5.exe",2
"2026-06-13","v0.1.3","TrueforceForAll-Setup-0.1.3.exe",3
"2026-06-13","v0.1.2","TrueforceForAll-Setup-0.1.2.exe",1
"2026-06-13","v0.1.1","TrueforceForAll-Setup-0.1.1.exe",0
"2026-06-13","v0.1.0","TrueforceForAll-Setup.exe",1
"2026-06-14","v0.1.23","TrueforceForAll-Setup-0.1.23.exe",503
"2026-06-14","v0.1.22","TrueforceForAll-Setup-0.1.22.exe",215
"2026-06-14","v0.1.21","TrueforceForAll-Setup-0.1.21.exe",21
"2026-06-14","v0.1.20","TrueforceForAll-Setup-0.1.20.exe",104
"2026-06-14","v0.1.19","TrueforceForAll-Setup-0.1.19.exe",273
"2026-06-14","v0.1.18","TrueforceForAll-Setup-0.1.18.exe",288
"2026-06-14","v0.1.17","TrueforceForAll-Setup-0.1.17.exe",3
"2026-06-14","v0.1.16","TrueforceForAll-Setup-0.1.16.exe",11
"2026-06-14","v0.1.15","TrueforceForAll-Setup-0.1.15.exe",8
"2026-06-14","v0.1.14","TrueforceForAll-Setup-0.1.14.exe",34
"2026-06-14","v0.1.13","TrueforceForAll-Setup-0.1.13.exe",9
"2026-06-14","v0.1.12","TrueforceForAll-Setup-0.1.12.exe",7
"2026-06-14","v0.1.11","TrueforceForAll-Setup-0.1.11.exe",11
"2026-06-14","v0.1.10","TrueforceForAll-Setup-0.1.10.exe",7
"2026-06-14","v0.1.9","TrueforceForAll-Setup-0.1.9.exe",6
"2026-06-14","v0.1.8","TrueforceForAll-Setup-0.1.8.exe",2
"2026-06-14","v0.1.7","TrueforceForAll-Setup-0.1.7.exe",1
"2026-06-14","v0.1.6","TrueforceForAll-Setup-0.1.6.exe",1
"2026-06-14","v0.1.5","TrueforceForAll-Setup-0.1.5.exe",2
"2026-06-14","v0.1.3","TrueforceForAll-Setup-0.1.3.exe",3
"2026-06-14","v0.1.2","TrueforceForAll-Setup-0.1.2.exe",1
"2026-06-14","v0.1.1","TrueforceForAll-Setup-0.1.1.exe",0
"2026-06-14","v0.1.0","TrueforceForAll-Setup.exe",1
"2026-06-15","v0.1.23","TrueforceForAll-Setup-0.1.23.exe",516
"2026-06-15","v0.1.22","TrueforceForAll-Setup-0.1.22.exe",215
"2026-06-15","v0.1.21","TrueforceForAll-Setup-0.1.21.exe",21
"2026-06-15","v0.1.20","TrueforceForAll-Setup-0.1.20.exe",104
"2026-06-15","v0.1.19","TrueforceForAll-Setup-0.1.19.exe",273
"2026-06-15","v0.1.18","TrueforceForAll-Setup-0.1.18.exe",288
"2026-06-15","v0.1.17","TrueforceForAll-Setup-0.1.17.exe",3
"2026-06-15","v0.1.16","TrueforceForAll-Setup-0.1.16.exe",11
"2026-06-15","v0.1.15","TrueforceForAll-Setup-0.1.15.exe",8
"2026-06-15","v0.1.14","TrueforceForAll-Setup-0.1.14.exe",34
"2026-06-15","v0.1.13","TrueforceForAll-Setup-0.1.13.exe",9
"2026-06-15","v0.1.12","TrueforceForAll-Setup-0.1.12.exe",7
"2026-06-15","v0.1.11","TrueforceForAll-Setup-0.1.11.exe",11
"2026-06-15","v0.1.10","TrueforceForAll-Setup-0.1.10.exe",7
"2026-06-15","v0.1.9","TrueforceForAll-Setup-0.1.9.exe",6
"2026-06-15","v0.1.8","TrueforceForAll-Setup-0.1.8.exe",2
"2026-06-15","v0.1.7","TrueforceForAll-Setup-0.1.7.exe",1
"2026-06-15","v0.1.6","TrueforceForAll-Setup-0.1.6.exe",1
"2026-06-15","v0.1.5","TrueforceForAll-Setup-0.1.5.exe",2
"2026-06-15","v0.1.3","TrueforceForAll-Setup-0.1.3.exe",3
"2026-06-15","v0.1.2","TrueforceForAll-Setup-0.1.2.exe",1
"2026-06-15","v0.1.1","TrueforceForAll-Setup-0.1.1.exe",0
"2026-06-15","v0.1.0","TrueforceForAll-Setup.exe",1
"2026-06-16","v0.1.23","TrueforceForAll-Setup-0.1.23.exe",532
"2026-06-16","v0.1.22","TrueforceForAll-Setup-0.1.22.exe",215
"2026-06-16","v0.1.21","TrueforceForAll-Setup-0.1.21.exe",21
"2026-06-16","v0.1.20","TrueforceForAll-Setup-0.1.20.exe",104
"2026-06-16","v0.1.19","TrueforceForAll-Setup-0.1.19.exe",273
"2026-06-16","v0.1.18","TrueforceForAll-Setup-0.1.18.exe",288
"2026-06-16","v0.1.17","TrueforceForAll-Setup-0.1.17.exe",3
"2026-06-16","v0.1.16","TrueforceForAll-Setup-0.1.16.exe",11
"2026-06-16","v0.1.15","TrueforceForAll-Setup-0.1.15.exe",8
"2026-06-16","v0.1.14","TrueforceForAll-Setup-0.1.14.exe",34
"2026-06-16","v0.1.13","TrueforceForAll-Setup-0.1.13.exe",9
"2026-06-16","v0.1.12","TrueforceForAll-Setup-0.1.12.exe",7
"2026-06-16","v0.1.11","TrueforceForAll-Setup-0.1.11.exe",11
"2026-06-16","v0.1.10","TrueforceForAll-Setup-0.1.10.exe",7
"2026-06-16","v0.1.9","TrueforceForAll-Setup-0.1.9.exe",6
"2026-06-16","v0.1.8","TrueforceForAll-Setup-0.1.8.exe",2
"2026-06-16","v0.1.7","TrueforceForAll-Setup-0.1.7.exe",1
"2026-06-16","v0.1.6","TrueforceForAll-Setup-0.1.6.exe",1
"2026-06-16","v0.1.5","TrueforceForAll-Setup-0.1.5.exe",2
"2026-06-16","v0.1.3","TrueforceForAll-Setup-0.1.3.exe",3
"2026-06-16","v0.1.2","TrueforceForAll-Setup-0.1.2.exe",1
"2026-06-16","v0.1.1","TrueforceForAll-Setup-0.1.1.exe",0
"2026-06-16","v0.1.0","TrueforceForAll-Setup.exe",1
"2026-06-17","v0.1.23","TrueforceForAll-Setup-0.1.23.exe",559
"2026-06-17","v0.1.22","TrueforceForAll-Setup-0.1.22.exe",215
"2026-06-17","v0.1.21","TrueforceForAll-Setup-0.1.21.exe",21
"2026-06-17","v0.1.20","TrueforceForAll-Setup-0.1.20.exe",104
"2026-06-17","v0.1.19","TrueforceForAll-Setup-0.1.19.exe",273
"2026-06-17","v0.1.18","TrueforceForAll-Setup-0.1.18.exe",288
"2026-06-17","v0.1.17","TrueforceForAll-Setup-0.1.17.exe",3
"2026-06-17","v0.1.16","TrueforceForAll-Setup-0.1.16.exe",11
"2026-06-17","v0.1.15","TrueforceForAll-Setup-0.1.15.exe",8
"2026-06-17","v0.1.14","TrueforceForAll-Setup-0.1.14.exe",34
"2026-06-17","v0.1.13","TrueforceForAll-Setup-0.1.13.exe",9
"2026-06-17","v0.1.12","TrueforceForAll-Setup-0.1.12.exe",7
"2026-06-17","v0.1.11","TrueforceForAll-Setup-0.1.11.exe",11
"2026-06-17","v0.1.10","TrueforceForAll-Setup-0.1.10.exe",7
"2026-06-17","v0.1.9","TrueforceForAll-Setup-0.1.9.exe",6
